case,activity,resource,timestamp,Variant,Variant index,(case) IDofConceptCase,(case) Includes_subCases,responsibleactor,sumleges,(case) caseProcedure,casestatus,casetype,landregisterid,lastphase,parts,requestComplete,(case) termName,action_code,activityNameNL,concept:name,dateFinished,dateStop,dueDate,lifecycle:transition,monitoringResource,planned,question
7830722,phase decision ready,560890,2013-08-20 00:00:00.000,Variant 1002,1002,7830863.0,J,560464.0,451.3422,,O,557669,,Beschikking verzonden,"Bouw,Handelen in strijd met regels RO",False,Termijn bezwaar en beroep 1,01_HOOFD_494a,fase beschikking gereed,01_HOOFD_494a,08/20/13 00:00,,,complete,560890,2013-08-21T12:23:57+02:00,EMPTY
4290084,OLO messaging active,560872,2011-12-19 09:19:23.000,Variant 664,664,,J,4901428.0,300.108,,G,557669,,Vergunning verleend,Bouw,False,Termijn bezwaar en beroep 1,01_HOOFD_011,OLO berichtenverkeer actief,01_HOOFD_011,12/19/11 09:20,,,complete,560872,,FALSE
5063668,treat subcases completeness,3273854,2012-06-12 09:31:07.000,Variant 786,786,,J,4901428.0,814.5909,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_110_1,behandelen deelzaken volledigheid,01_HOOFD_110_1,06/12/12 09:33,,,complete,3273854,2012-05-25T12:19:06+02:00,EMPTY
5173437,updated plan after review,560462,2013-04-05 11:25:35.000,Variant 187,187,,J,4901428.0,26939.414,Uitgebreid,G,557669,,Zaak afgehandeld,"Bouw,Milieu (vergunning)",True,,12_AP_010,aangepast plan na beoordeling,12_AP_010,04/05/13 11:28,,,complete,560462,2013-04-06T11:25:33+02:00,FALSE
9934040,creating cover letter decision,560912,2014-05-27 00:00:00.000,Variant 11,11,9934283.0,,560912.0,78.52545,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_510_0,begeleidende brief beschikking aanmaken,01_HOOFD_510_0,05/27/14 00:00,,,complete,560912,2014-05-28T12:11:49+02:00,TRUE
2931527,activities regular procedure,2670601,2011-01-24 13:31:40.000,Variant 365,365,2931536.0,J,4901428.0,116.79765,,G,557669,,Vergunning verleend,Sloop,True,,01_HOOFD_180,activiteiten reguliere procedure,01_HOOFD_180,01/24/11 13:33,,,complete,560925,2011-01-25T13:31:36+01:00,TRUE
9819575,retrieve missing data,2670601,2014-05-06 00:00:00.000,Variant 1088,1088,9820918.0,,560912.0,157.09305,,O,557669,,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,08_AWB45_020_1,opvragen ontbrekende gegevens,08_AWB45_020_1,05/06/14 00:00,,,complete,2670601,2014-05-07T10:54:56+02:00,EMPTY
9017543,phase decision sent,560912,2014-02-25 00:00:00.000,Variant 153,153,9017684.0,J,560464.0,1091.626,,O,557669,,Besluit onherroepelijk,Bouw,False,,01_HOOFD_515,fase beschikking verzonden,01_HOOFD_515,02/25/14 00:00,,,complete,560912,2014-02-26T12:21:08+01:00,EMPTY
3493361,enter senddate decision environmental permit,560890,2011-06-29 00:00:00.000,Variant 505,505,,N,4901428.0,333.9713,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_510_2,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_2,06/27/11 10:29,,,complete,560890,2011-06-28T10:29:40+02:00,EMPTY
2946363,creating environmental permit decision,560890,2010-12-21 16:46:22.000,Variant 369,369,2947783.0,J,560464.0,19060.559,Regulier,O,557669,,Vergunning verleend,Bouw,True,,01_HOOFD_490_1,aanmaken besluit omgevingsvergunning,01_HOOFD_490_1,12/21/10 16:53,,,complete,560464,,EMPTY
8385239,enter date termination request received,560912,2013-10-31 00:00:00.000,Variant 1032,1032,8385480.0,J,4901428.0,,,G,557669,,Zaak afgehandeld,"Bouw,Handelen in strijd met regels RO",True,,05_EIND_020,invoeren datum ontvangst verzoek beeindiging,05_EIND_020,10/31/13 00:00,,,complete,3273854,2013-11-01T10:40:23+01:00,22-10-2013 0:00:00
3257848,ask stakeholders views,2670601,2011-04-27 10:03:11.000,Variant 437,437,,J,4901428.0,279.10886,,O,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_430,belanghebbenden zienswijzen vragen,01_HOOFD_430,04/27/11 10:07,,,complete,560872,2011-04-28T10:02:53+02:00,FALSE
6672485,generating decision environmental permit,2670601,2013-03-21 16:07:05.000,Variant 925,925,6672625.0,J,4901428.0,295.05,,O,557669,,Beschikking verzonden,"Bouw,Handelen in strijd met regels RO",True,Termijn bezwaar en beroep 1,01_HOOFD_490_4,genereren beschikking omgevingsvergunning,01_HOOFD_490_4,03/21/13 16:18,,,complete,2670601,2013-03-22T16:05:51+01:00,EMPTY
3990464,enter senddate acknowledgement,560872,2011-10-21 10:46:50.000,Variant 613,613,3990607.0,J,4901428.0,537.05,Uitgebreid,G,557669,,Procedure afgebroken,Bouw,False,Termijn tot besluit,01_HOOFD_030_2,invoeren verzenddatum ontvangstbevestiging,01_HOOFD_030_2,11/07/11 10:32,,2011-10-23T10:46:50+02:00,complete,560872,2011-10-22T10:46:50+02:00,EMPTY
3153211,suspend term,560925,2011-03-03 16:28:20.000,Variant 74,74,3153218.0,N,560872.0,,,G,557669,,Advies bekend,Kap,True,,01_HOOFD_540,termijn opschorten,01_HOOFD_540,03/03/11 17:07,,,complete,560872,2011-03-04T16:28:17+01:00,FALSE
5301739,treat subcases completeness,3273854,2012-08-06 11:44:10.000,Variant 830,830,5301880.0,J,4901428.0,762.6621,,G,557669,718424.0,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_110_1,behandelen deelzaken volledigheid,01_HOOFD_110_1,08/06/12 11:59,,,complete,3273854,2012-07-17T12:30:43+02:00,EMPTY
2840553,treat subcases completeness,560872,2010-11-25 12:52:41.000,Variant 65,65,,N,560925.0,,,G,557669,,Advies bekend,Kap,True,,01_HOOFD_110,behandelen deelzaken volledigheid,01_HOOFD_110,11/25/10 12:54,,,complete,560925,2010-11-05T16:19:57+01:00,EMPTY
6518750,coordination of application,560890,2013-07-01 00:00:00.000,Variant 917,917,6518890.0,J,560464.0,356.0832,,O,557669,6518749.0,Beschikking verzonden,"Monument,Handelen in strijd met regels RO",True,Termijn bezwaar en beroep 1,13_CRD_010,coördinatie van toepassing,13_CRD_010,07/01/13 00:00,,,complete,560890,2013-07-02T12:08:02+02:00,FALSE
12517999,request complete,11744364,2014-12-29 00:00:00.000,Variant 302,302,12518260.0,,560912.0,5727.561,,O,557669,11579111.0,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,08_AWB45_005,aanvraag volledig,08_AWB45_005,12/29/14 00:00,,,complete,2670601,2014-12-30T11:09:06+01:00,TRUE
3378302,generate publication document decision environmental permit,560462,2011-07-29 11:05:48.000,Variant 175,175,3378312.0,J,560462.0,,Uitgebreid,G,557669,,Vergunning verleend,Milieu (vergunning),True,,01_HOOFD_520,genereren publicatiedocument beschikking omgevingsvergunning,01_HOOFD_520,07/29/11 11:06,,,complete,560462,2011-07-30T10:59:17+02:00,EMPTY
3074788,article 34  WABO applies,2670601,2011-04-01 08:42:24.000,Variant 396,396,3075228.0,J,560464.0,355.00415,,O,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,09_AH_I_010,artikel 34 WABO van toepassing,09_AH_I_010,04/01/11 08:45,,,complete,560925,2011-04-02T08:42:21+02:00,FALSE
5984121,article 35 applies,3273854,2013-05-06 00:00:00.000,Variant 873,873,5984262.0,J,560464.0,-2234.54,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,11_AH_II_030,artikel 35 van toepassing,11_AH_II_030,05/06/13 00:00,,,complete,3273854,2013-05-07T15:54:12+02:00,FALSE
7830722,procedure change,3273854,2013-07-30 00:00:00.000,Variant 1002,1002,7830863.0,J,560464.0,451.3422,,O,557669,,Beschikking verzonden,"Bouw,Handelen in strijd met regels RO",False,Termijn bezwaar en beroep 1,01_HOOFD_180,procedure verandering,01_HOOFD_180,07/30/13 00:00,,,complete,3273854,2013-07-31T11:34:32+02:00,FALSE
8539501,start decision phase decision permitting sent,560890,2013-11-04 00:00:00.000,Variant 1037,1037,8539642.0,J,4901428.0,284.89185,,G,557669,,Beschikking verzonden,Aanleg (Uitvoeren werk of werkzaamheid),True,Termijn bezwaar en beroep 1,01_HOOFD_510_2a,instellen besluitfase:besluit vergunnen verzonden,01_HOOFD_510_2a,10/29/13 00:00,,,complete,2670601,2013-10-30T13:07:30+01:00,EMPTY
7992878,treat subcases content,3273854,2013-09-26 00:00:00.000,Variant 28,28,7994120.0,J,560464.0,551.4484,,O,557669,,Beschikking verzonden,"Monument,Bouw",True,Termijn bezwaar en beroep 1,01_HOOFD_250_1,behandelen deelzaken inhoudelijkheid,01_HOOFD_250_1,09/26/13 00:00,,,complete,3273854,2013-09-27T15:52:14+02:00,EMPTY
7675576,enter senddate decision environmental permit,560890,2013-08-06 10:21:42.000,Variant 993,993,7677837.0,J,560464.0,310.8984,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_510_2,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_2,08/06/13 00:00,,,complete,560890,2013-08-07T10:21:42+02:00,EMPTY
8488127,register objection and appeal periods,560912,2013-11-26 00:00:00.000,Variant 31,31,8489127.0,J,4901428.0,284.89185,,G,557669,8488126.0,Beschikking verzonden,Aanleg (Uitvoeren werk of werkzaamheid),True,Termijn bezwaar en beroep 1,01_HOOFD_500,registreren bezwaar beroepstermijn,01_HOOFD_500,11/26/13 00:00,,,complete,560912,2013-11-27T11:01:59+01:00,42
5808114,create publication document,560890,2012-12-10 09:59:01.000,Variant 851,851,5809155.0,J,4901428.0,268.2426,,G,557669,,Beschikking verzonden,"Monument,Bouw",True,Termijn bezwaar en beroep 1,01_HOOFD_519,publicatie document aanmaken,01_HOOFD_519,12/10/12 09:59,,,complete,560890,2012-12-11T09:58:58+01:00,FALSE
8238071,creating environmental permit decision,3273854,2013-10-15 00:00:00.000,Variant 1022,1022,8238212.0,J,560464.0,154.6062,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_490_1,aanmaken besluit omgevingsvergunning,01_HOOFD_490_1,10/15/13 00:00,,,complete,3273854,2013-10-16T10:00:24+02:00,EMPTY
3566460,transcript decision environmental permit to stakeholders,560890,2011-08-19 12:40:43.000,Variant 520,520,3566489.0,J,4901428.0,1853.6559,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_510_1,afschrift beschikking omgevingsvergunning aan belanghebbenden,01_HOOFD_510_1,08/19/11 12:41,,,complete,560890,2011-08-20T12:40:29+02:00,EMPTY
9634805,procedure change,2670601,2014-07-07 00:00:00.000,Variant 1074,1074,9634948.0,,4901428.0,2387.5024,Uitgebreid,G,557669,,Beschikking verzonden,"Monument,Sloop,Brandveilig gebruik (vergunning),Bouw",True,Termijn bezwaar en beroep 1,01_HOOFD_330,procedure verandering,01_HOOFD_330,07/07/14 00:00,,,complete,2670601,2014-07-08T10:11:35+02:00,FALSE
4393000,inform BAG administrator,3273854,2012-02-10 08:02:03.000,Variant 682,682,4393203.0,J,4901428.0,1079.1495,,G,557669,4343198.0,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_050,BAG beheerder informeren,01_HOOFD_050,02/10/12 08:27,,,complete,3273854,,TRUE
3179947,registrer date of publishing received request,3273854,2011-04-04 00:00:00.000,Variant 423,423,3179968.0,J,4901428.0,1329.9674,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_100,registratie datum publicatie ingekomen aanvraag,01_HOOFD_100,04/18/11 11:56,,,complete,3273854,2011-04-19T11:55:49+02:00,EMPTY
3912651,phase application received,560872,2011-09-30 11:13:01.000,Variant 597,597,,J,4901428.0,691.26,Uitgebreid,G,557669,,Vergunning verleend,"Sloop,Monument",False,Termijn bezwaar en beroep 1,01_HOOFD_015,fase aanvraag ontvangen,01_HOOFD_015,09/30/11 11:14,,,complete,4901428,,EMPTY
9763464,decision date prior to decision,2670601,2014-04-25 00:00:00.000,Variant 1086,1086,9763607.0,,560912.0,3719.2148,,O,557669,9763463.0,Beschikking verzonden,"Bouw,Handelen in strijd met regels RO",True,Termijn bezwaar en beroep 1,06_VD_030_2,besluitdatum voorafgaand aan beschikking,06_VD_030_2,04/25/14 00:00,,,complete,2670601,2014-04-28T09:01:54+02:00,TRUE
4864598,send confirmation receipt,560925,2012-04-12 11:39:07.000,Variant 754,754,4865300.0,J,560464.0,151.5714,,O,557669,,Besluit genomen,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_030_1,versturen ontvangstbevestiging,01_HOOFD_030_1,04/12/12 11:39,,,complete,3273854,2012-04-13T11:35:38+02:00,EMPTY
3736900,phase decision taken,560894,2011-09-27 17:45:47.000,Variant 567,567,3737683.0,J,560464.0,1890.0144,,O,557669,,Vergunning verleend,"Sloop,Milieu (neutraal wijziging),Bouw",True,Termijn bezwaar en beroep 1,01_HOOFD_495,fase besluit genomen,01_HOOFD_495,09/27/11 18:12,,,complete,560464,,EMPTY
2970345,stop process after terminate on request,560925,2011-01-17 13:25:50.000,Variant 381,381,,J,560925.0,,,O,557669,,Procedure afgebroken,Bouw,True,,05_EIND_060,proces stoppen na beeindigen op verzoek,05_EIND_060,01/17/11 13:26,,,complete,560925,2011-01-18T11:42:23+01:00,EMPTY
5818846,ask stakeholders views,3273854,2012-10-11 14:05:31.000,Variant 15,15,5821286.0,J,560464.0,151.5714,,O,557669,5818845.0,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_430,belanghebbenden zienswijzen vragen,01_HOOFD_430,10/11/12 14:05,,,complete,3273854,2012-10-12T14:05:24+02:00,FALSE
12566305,grounds for refusal,11744364,2015-02-18 00:00:00.000,Variant 307,307,12566447.0,,560912.0,1849.3987,,O,557669,12566304.0,Beschikking verzonden,"Bouw,Aanleg (Uitvoeren werk of werkzaamheid),Inrit/Uitweg",False,Termijn bezwaar en beroep 1,01_HOOFD_380,weigeringsgrond,01_HOOFD_380,02/18/15 00:00,,,complete,2670601,2015-02-19T16:38:52+01:00,FALSE
9658627,start WABOprocedure,560872,2014-03-06 00:00:00.000,Variant 1075,1075,9658829.0,,560912.0,224.8281,,O,557669,,Conceptbeschikking gereed,Handelen in strijd met regels RO,True,Termijn tot besluit,01_HOOFD_061,WABOprocedure instellen,01_HOOFD_061,03/06/14 00:00,,,complete,2670601,2014-03-07T12:08:03+01:00,EMPTY
12536197,submit decision,11744364,2015-01-13 00:00:00.000,Variant 303,303,12536339.0,,560912.0,256.73566,,O,557669,12536196.0,Beschikking verzonden,"Bouw,Aanleg (Uitvoeren werk of werkzaamheid),Kap",True,Termijn bezwaar en beroep 1,01_HOOFD_491,beschikking voorleggen,01_HOOFD_491,01/13/15 00:00,,,complete,2670601,2015-01-14T11:18:27+01:00,FALSE
4029139,subcases completeness completed,2670601,2011-12-14 16:36:21.000,Variant 624,624,4029282.0,J,4901428.0,4898.0996,,G,557669,4029138.0,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_120,deelzaken volledigheid afgerond,01_HOOFD_120,12/14/11 16:36,,,complete,2670601,2011-12-15T16:36:16+01:00,EMPTY
4300694,generate publication document decision environmental permit,560872,2012-01-16 10:58:03.000,Variant 97,97,4301596.0,N,560872.0,,,G,557669,,Vergunning verleend,Kap,True,,01_HOOFD_520,genereren publicatiedocument beschikking omgevingsvergunning,01_HOOFD_520,01/16/12 10:58,,,complete,560872,2012-01-17T10:57:59+01:00,EMPTY
4397208,send confirmation receipt,560872,2012-01-09 16:23:57.000,Variant 98,98,,J,560462.0,,,G,557669,,Vergunning verleend,Milieu (neutraal wijziging),True,,01_HOOFD_020,versturen ontvangstbevestiging,01_HOOFD_020,02/17/12 09:22,,,complete,560462,,TRUE
9612474,create subcases completeness,9264148,2014-02-27 00:00:00.000,Variant 1071,1071,,,560464.0,157.09305,,O,557669,9613498.0,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_110_0,deelzaken volledigheid aanmaken,01_HOOFD_110_0,02/27/14 00:00,,,complete,2670601,2014-02-28T15:05:36+01:00,FALSE
11217514,creating cover letter decision,560912,2014-12-02 00:00:00.000,Variant 252,252,11218256.0,,560912.0,626.8126,,O,557669,,Beschikking verzonden,"Bouw,Milieu (neutraal wijziging)",True,Termijn bezwaar en beroep 1,01_HOOFD_510_0,begeleidende brief beschikking aanmaken,01_HOOFD_510_0,12/02/14 00:00,,,complete,560912,2014-12-03T14:18:32+01:00,TRUE
4485682,message terminate request,560912,2012-06-18 13:02:48.000,Variant 687,687,,J,4901428.0,,,G,557669,,Procedure afgebroken,Milieu (vergunning),True,,05_EIND_030_1,mededeling beeindigen aanvraag,05_EIND_030_1,06/18/12 13:03,,,complete,4936828,2012-06-19T12:37:34+02:00,EMPTY
9043775,enter senddate decision,560872,2014-01-03 00:00:00.000,Variant 40,40,,J,10716070.0,213.6162,,O,557669,,Procedure hervat,Kap,True,,01_HOOFD_510_4,invoeren verzenddatum beschikking,01_HOOFD_510_4,01/03/14 00:00,,,complete,4676959,2014-01-04T11:53:56+01:00,EMPTY
10845919,set decision status,2670601,2014-08-15 00:00:00.000,Variant 224,224,10846680.0,,560464.0,289.44406,,O,557669,10845918.0,Besluit onherroepelijk,Aanleg (Uitvoeren werk of werkzaamheid),True,Termijn bezwaar en beroep 1,01_HOOFD_490_1a,instellen besluitstatus,01_HOOFD_490_1a,08/15/14 00:00,,,complete,2670601,2014-08-18T10:39:02+02:00,EMPTY
3645961,suspension ground applicable,3273854,2011-09-05 10:12:38.000,Variant 544,544,3646104.0,J,4901428.0,1309.592,,G,557669,3645960.0,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_470,aanhoudingsgrond van toepassing,01_HOOFD_470,09/05/11 10:36,,,complete,3273854,2011-09-06T10:12:30+02:00,FALSE
7282516,start WABOprocedure,560872,2013-04-25 10:05:39.000,Variant 969,969,7283037.0,J,560464.0,464.1558,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_061,WABOprocedure instellen,01_HOOFD_061,04/25/13 10:06,,,complete,3273854,2013-04-26T10:05:39+02:00,EMPTY
3200492,extend procedure term,560890,2011-06-24 09:38:35.000,Variant 426,426,,J,560894.0,162.51353,Regulier,G,557669,,Vergunning geweigerd,Bouw,True,Termijn bezwaar en beroep 1,06_VD_010,verlengen proceduretermijn,06_VD_010,09/21/11 12:25,,,complete,560890,2011-06-25T09:37:46+02:00,TRUE
3097714,activities regular procedure,560462,2011-02-10 15:13:39.000,Variant 401,401,3098843.0,J,560462.0,,Uitgebreid,G,557669,,Procedure afgebroken,Milieu (vergunning),True,Termijn tot besluit,04_BPT_020,activiteiten reguliere procedure,04_BPT_020,06/27/11 10:55,,,complete,560462,2011-02-11T15:13:32+01:00,Uitgebreid
5042955,procedure change,3273854,2012-05-29 16:56:54.000,Variant 782,782,,J,4901428.0,151.5714,,G,557669,,Besluit genomen,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_180,procedure verandering,01_HOOFD_180,05/29/12 16:57,,,complete,3273854,2012-05-30T16:56:53+02:00,FALSE
5063668,procedure change after completeness,3273854,2012-06-12 09:32:27.000,Variant 786,786,,J,4901428.0,814.5909,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_196,procedureverandering na volledigheid,01_HOOFD_196,06/12/12 09:33,,,complete,3273854,2012-06-13T09:31:29+02:00,FALSE
3987090,term 14 or 26 weeks,560872,2011-10-20 15:53:37.000,Variant 611,611,3987293.0,J,560464.0,,Uitgebreid,O,557669,,Vergunning onherroepelijk,Monument,True,Termijn tot besluit,04_BPT_060,termijn 14 of 26 weken,04_BPT_060,10/20/11 15:54,,,complete,560872,2011-10-21T15:53:32+02:00,26 weken
3200492,creating environmental permit decision,560894,2011-09-21 15:14:15.000,Variant 426,426,,J,560894.0,162.51353,Regulier,G,557669,,Vergunning geweigerd,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_490_1,aanmaken besluit omgevingsvergunning,01_HOOFD_490_1,09/21/11 15:14,,,complete,560894,,EMPTY
4933123,send procedure confirmation,560872,2012-04-26 08:42:10.000,Variant 765,765,4933265.0,J,4901428.0,151.5714,,G,557669,,Besluit genomen,Bouw,False,Termijn bezwaar en beroep 1,01_HOOFD_065_1,procedurebevestiging versturen,01_HOOFD_065_1,04/26/12 08:42,,,complete,3273854,2012-04-27T08:42:08+02:00,EMPTY
3174008,enter senddate acknowledgement,560872,2011-02-18 00:00:00.000,Variant 421,421,3174249.0,J,4901428.0,150.08772,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_030_2,invoeren verzenddatum ontvangstbevestiging,01_HOOFD_030_2,02/18/11 11:57,,2011-02-20T11:56:53+01:00,complete,560872,2011-02-19T11:56:53+01:00,EMPTY
7711311,enter date decision procedure term extension,2670601,2013-07-18 12:35:23.000,Variant 995,995,7712092.0,N,4901428.0,,,G,557669,7711310.0,Zaak afgehandeld,Kap,True,,06_VD_030_3,registreren datum besluit verlengen proceduretermijn,06_VD_030_3,07/18/13 00:00,,,complete,4676959,2013-07-19T12:35:23+02:00,EMPTY
9082329,completed subcases content,2670601,2014-03-19 00:00:00.000,Variant 155,155,9082470.0,J,4901428.0,646.70746,,G,557669,,Besluit onherroepelijk,"Bouw,Handelen in strijd met regels RO",False,,01_HOOFD_250_2,deelzaken inhoudelijkheid afgerond,01_HOOFD_250_2,03/19/14 00:00,,,complete,2670601,2014-03-20T15:25:40+01:00,EMPTY
8051084,create publication document,560872,2013-08-15 00:00:00.000,Variant 39,39,,J,4901428.0,213.6162,,G,557669,,Zaak afgehandeld,Kap,True,,01_HOOFD_100_0,publicatie document aanmaken,01_HOOFD_100_0,08/15/13 00:00,,,complete,4676959,2013-08-16T14:06:14+02:00,FALSE
4375473,creating environmental permit decision,2670601,2012-01-27 09:26:14.000,Variant 13,13,,J,4901428.0,0.0,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_490_1,aanmaken besluit omgevingsvergunning,01_HOOFD_490_1,01/30/12 09:18,,,complete,560464,,EMPTY
3820370,extend procedure term,560890,2011-10-24 08:39:25.000,Variant 577,577,,J,560464.0,1390.048,,O,557669,,Vergunning verleend,"Bouw,Monument",True,Termijn bezwaar en beroep 1,06_VD_010,verlengen proceduretermijn,06_VD_010,10/24/11 08:40,,,complete,3273854,2011-09-09T11:41:44+02:00,FALSE
4315761,register date environmental permit decision,560872,2012-05-22 00:00:00.000,Variant 672,672,4315904.0,J,4936828.0,,Uitgebreid,G,557669,,Beschikking verzonden,Milieu (vergunning),True,Termijn bezwaar en beroep 1,01_HOOFD_490_3,registreren datum besluit omgevingsvergunning,01_HOOFD_490_3,05/25/12 11:46,,,complete,4936828,2012-05-26T11:45:34+02:00,EMPTY
4819576,registration date publication,560872,2012-03-30 11:00:32.000,Variant 746,746,4819739.0,J,560464.0,1425.3444,,O,557669,,Besluit genomen,Bouw,False,Termijn bezwaar en beroep 1,01_HOOFD_101,registratie datum publicatie,01_HOOFD_101,04/20/12 12:24,,,complete,3273854,2012-03-31T11:00:25+02:00,11/04/12 00:00
8219345,registration date publication,560912,2013-09-05 00:00:00.000,Variant 1020,1020,,J,560464.0,295.05,,O,557669,,Beschikking verzonden,Handelen in strijd met regels RO,False,Termijn bezwaar en beroep 1,01_HOOFD_101,registratie datum publicatie,01_HOOFD_101,09/05/13 00:00,,,complete,3273854,2013-09-06T10:48:13+02:00,EMPTY
3759564,subcases completeness completed,2670601,2012-10-12 11:26:31.000,Variant 573,573,,J,560464.0,5425.2446,Uitgebreid,O,557669,,Besluit genomen,"Bouw,Milieu (vergunning)",False,Termijn bezwaar en beroep 1,01_HOOFD_110_2,deelzaken volledigheid afgerond,01_HOOFD_110_2,10/19/12 14:17,,,complete,4936828,2012-10-13T11:26:29+02:00,EMPTY
2941603,registrer date of publishing received request,560872,2010-12-20 10:42:15.000,Variant 368,368,2941610.0,N,560872.0,,,G,557669,,Procedure afgebroken,Kap,True,,01_HOOFD_100,registratie datum publicatie ingekomen aanvraag,01_HOOFD_100,08/22/11 14:59,,,complete,560872,2010-12-21T10:42:07+01:00,EMPTY
4640117,suspension ground applicable,3273854,2012-02-24 11:49:40.000,Variant 717,717,4640280.0,J,560464.0,6468.044,,O,557669,,Vergunning verleend,"Bouw,Kap,Sloop",True,Termijn bezwaar en beroep 1,11_AH_II_010,aanhoudingsgrond van toepassing,11_AH_II_010,02/24/12 12:08,,,complete,3273854,2012-02-25T11:49:39+01:00,FALSE
5243074,ask stakeholders views,3273854,2012-10-18 17:23:21.000,Variant 815,815,5243215.0,J,560464.0,1000.43024,,O,557669,5061831.0,Beschikking verzonden,"Monument,Bouw",True,Termijn bezwaar en beroep 1,01_HOOFD_430,belanghebbenden zienswijzen vragen,01_HOOFD_430,10/18/12 17:23,,,complete,2670601,2012-10-19T17:23:20+02:00,FALSE
2998842,generate publication document decision environmental permit,560890,2011-05-13 10:09:39.000,Variant 388,388,2999082.0,J,4901428.0,260.69775,,G,557669,,Vergunning verleend,Bouw,True,,01_HOOFD_520,genereren publicatiedocument beschikking omgevingsvergunning,01_HOOFD_520,07/18/11 09:16,,,complete,560890,2011-05-14T10:09:36+02:00,EMPTY
5808114,send procedure confirmation,560872,2012-09-06 12:26:00.000,Variant 851,851,5809155.0,J,4901428.0,268.2426,,G,557669,,Beschikking verzonden,"Monument,Bouw",True,Termijn bezwaar en beroep 1,01_HOOFD_065_1,procedurebevestiging versturen,01_HOOFD_065_1,09/06/12 12:26,,,complete,3273854,2012-09-07T12:25:59+02:00,EMPTY
7282516,procedure change after completeness,3273854,2013-06-07 00:00:00.000,Variant 969,969,7283037.0,J,560464.0,464.1558,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_196,procedureverandering na volledigheid,01_HOOFD_196,06/07/13 00:00,,,complete,3273854,2013-06-08T14:35:01+02:00,FALSE
6479298,enter enddate suspension art. 33 WABO,3273854,2013-04-04 00:00:00.000,Variant 913,913,6483638.0,J,560464.0,712.88293,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,11_AH_II_070_3,registreren einddatum aanhouding 33 WABO,11_AH_II_070_3,04/02/13 16:41,,,complete,3273854,2013-04-03T16:41:21+02:00,EMPTY
3648178,send confirmation receipt,560912,2011-07-26 10:24:56.000,Variant 545,545,3648321.0,J,560464.0,29926.248,,O,557669,715996.0,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_030_1,versturen ontvangstbevestiging,01_HOOFD_030_1,07/26/11 10:26,,,complete,2670601,,EMPTY
4864598,inform BAG administrator,3273854,2012-04-26 16:07:42.000,Variant 754,754,4865300.0,J,560464.0,151.5714,,O,557669,,Besluit genomen,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_050,BAG beheerder informeren,01_HOOFD_050,04/26/12 16:14,,,complete,3273854,2012-04-13T11:39:13+02:00,TRUE
5874335,start WABOprocedure,560925,2012-09-20 12:18:58.000,Variant 860,860,,J,4901428.0,1933.0159,,G,557669,,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,01_HOOFD_061,WABOprocedure instellen,01_HOOFD_061,09/20/12 12:19,,,complete,2670601,,EMPTY
